Sample_ID	643	671	745	915	680	940	1028	1075	1124	1161	1192	1223	641	676	711	920	677	748	794	958	843	1087	1160	1189	751	829	877	1024	764	816	875	1022	640	667	716	970	790	1026	1097	1140
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.03873271678417727	0.07056321094978267	0.20027801539777587	0.0045628953645131184	0.011700095510983763	0.0	0.007743933918430563	NaN	0.03904282115869018	0.06698613376835237	0.07231228668941979	0.03544754682293462	0.045554739162380606	0.016872160934458143	0.00619412965439572	0.10213874417329312	0.1874021548945575	0.12476256259713349	0.027668552795626737	0.16806667969004363	0.01112840915643199	0.09625628329206992	0.005451912428656614	0.14409181071124966	0.07165532879818594	0.005307386112339673	NaN	0.004434848573262531	0.005792474344355758	0.008080245193647256	0.021896751740139213	0.007695789950203712	0.0	0.008960380006477383	0.012528033408089088	0.00263042525208242	0.006173502254670389	0.0	0.09381091617933723	0.0013698630136986301
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter	0.0005494002380734365	0.0012947378155923426	0.0007485029940119761	0.0017629368453800684	0.0008357211079274117	0.0	0.0	NaN	0.0007871536523929471	0.00045880913539967375	0.0006399317406143345	0.0002298058140870964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008252682121689549	0.0	0.0008784358175120431	0.0	0.0	NaN	0.0	0.0005473204104903079	0.0009752020061298412	0.003625290023201856	0.0	0.0027953910138405944	0.003994386267947749	0.0017013378702343206	0.0	0.0	0.00040076947739660146	0.0003898635477582846	0.0014419610670511895
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	0.008515703690138265	0.01008045870711181	0.01176218990590248	0.015555325106294721	0.0026862464183381087	0.0	0.0	NaN	0.007871536523929471	0.011929037520391516	0.007935153583617748	0.002298058140870964	0.002003874156702959	0.0	0.0	0.0022621332602138743	0.0036835804401878624	0.005180452426178553	0.0	0.0021488571986716157	0.0015568240788790867	0.025808387726010955	0.0	0.048427316520260694	0.016099773242630386	0.0008845643520566122	NaN	0.0	0.002782212086659065	0.0033435497353023124	0.005075406032482598	0.0	0.013431512920160905	0.01932419302601749	0.005800015466707911	0.005699254712845244	0.0	0.002484770759858929	0.030263157894736843	0.0038211968276856524
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	0.014742239721637213	0.024877462313881438	0.012724550898203593	0.02685886135020222	0.0034622731614135627	0.011565836298932384	0.010325245224574084	NaN	0.03620906801007557	0.037265497553017946	0.02841296928327645	0.027749052051016892	0.007748313405918109	0.035691109669046074	0.003589779686070247	0.00925418151905676	0.013721337139699788	0.009411155240891037	0.0036443847703078545	0.01341407827049554	0.004093870725941302	0.011253657438667568	0.01763352926143624	0.00892604137149334	0.010884353741496598	0.025762936753648828	NaN	0.014004784968197468	0.004834663625997719	0.016717748676511563	0.013631090487238979	0.007129923042100498	0.0038180950432944705	0.009608118320198639	0.01624004330678215	0.0	0.008589220528237063	0.008496312920807951	0.01145224171539961	0.013554434030281183
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus	0.0009156670634557275	0.004069175991861648	0.00213857998289136	0.001451830343254174	0.0	0.0	0.0	NaN	0.003935768261964736	0.009329119086460032	0.0037542662116040954	0.0013788348845225785	0.0004007748313405918	0.028812459441920832	0.0	0.0004798464491362764	0.0010129846210516621	0.002503885339319634	0.0009110961925769636	0.0004558181936576154	0.000288300755347979	0.0	0.0009370474486753556	0.0021535845848682346	0.0010204081632653062	0.01747014595311809	NaN	0.0044932018439633545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042946102641185313	0.0	0.0020467836257309943	0.0015861571737563085
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella	0.013918139364527057	0.013317303246092666	0.011976047904191617	0.02613294617857513	0.0025668576886341927	0.009341637010676156	0.0036138358286009293	NaN	0.042348866498740555	0.04924551386623165	0.03920648464163823	0.03010456164540963	0.010754124640972546	0.0063595068137573	0.002041247272471317	0.005141211955031533	0.010682383276544801	0.019340355724399932	0.006857197659921358	0.008855896333919385	0.0036902496684541315	0.009753169780178558	0.004600051111679018	0.01017285349957495	0.009863945578231292	0.008182220256523662	NaN	0.005543560716578164	0.00734321550741163	0.010727222067428254	0.008265661252900233	0.008488003621548211	0.003545373968773437	0.004965993738529634	0.006032016085376228	0.0035072336694432268	0.0052608975735452005	0.00529015710163514	0.011890838206627681	0.011031002162941601
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.07911363428257485	0.056783501340978454	0.0691830624465355	0.015347920771544125	0.06047039159503343	0.020462633451957295	0.087248322147651	NaN	0.1056360201511335	0.03583809135399674	0.049018771331058024	0.055957715730207976	0.06793133391223032	0.020895522388059702	0.06848736538326178	0.07670688236907047	0.09595727046689383	0.07554826454843723	0.20422940443080465	0.15471771830435632	0.08303061754021795	0.06392077425163178	0.013289036544850499	0.10918107112496458	0.039002267573696146	0.018907563025210083	NaN	0.04300636050650639	0.032291904218928164	0.09389802173307328	0.08715197215777262	0.0480986871887732	0.05849867048476171	0.0766490337903487	0.14940839842239578	0.0933800964489259	0.038222031350654925	0.0825585123436999	0.10716374269005847	0.10410958904109589
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0004007748313405918	0.0	0.0	0.0007540444200712915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_torques_group	0.0	0.001479700360676963	0.000962360992301112	0.0045628953645131184	0.0	0.0	0.0	NaN	0.0	0.001784257748776509	0.0	0.0017809950591749972	0.0009351412731280475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009067724567866252	0.0	0.004091110128261831	NaN	0.0	0.0	0.0	0.0	0.0	0.000340901343151292	0.0016193457843031414	0.0	0.0	0.0	0.0	0.0007309941520467836	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Allisonella	0.001098800476146873	0.0012022565430500323	0.0	0.0008296173390023851	0.0	0.0	0.0	NaN	0.0031486146095717885	0.0012234910277324632	0.003583617747440273	0.002815121222566931	0.0015363035201389353	0.0025957170668397143	0.002041247272471317	0.0016451878256100905	0.0010129846210516621	0.0010360904852357105	0.003932099357437422	0.0014976883505893079	0.002248745891714236	0.0008252682121689549	0.0	0.001700198356474922	0.0015873015873015873	0.0	NaN	0.0019840112038279744	0.0	0.0022290331568682086	0.0	0.004074241738343142	0.0006136224176723256	0.001727302169923351	0.0	0.0	0.005099849688640756	0.0016030779095864058	0.00209551656920078	0.004830569574621486
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinatimonas	0.0023807343649848915	0.001479700360676963	0.0040633019674935844	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013504388926401081	0.0	0.00031170303202040237	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0004526935264825713	0.000340901343151292	0.0	0.0	0.0	0.0	0.0006412311638345624	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	0.0	0.0	0.000725915171627087	0.0	0.0	0.0	NaN	0.0	0.03135195758564437	0.0020051194539249147	0.0002872572676088705	0.0	0.0	0.0004927148588723868	0.0008225939128050452	0.0	0.0	0.0005274767430708737	0.0	0.0001729804532087874	0.0	0.0	0.0006517427033153868	0.0	0.0	NaN	0.0	0.0	0.0	0.0018851508120649651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005360623781676413	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured	0.0	0.0011097752705077223	0.0	0.0010370216737529815	0.0	0.0	0.0	NaN	0.0	0.0008156606851549756	0.00034129692832764505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.17461770900100723	0.042911310459631924	0.11387938408896493	0.13056102872550035	0.045427411652340016	0.0013345195729537367	0.010841507485802787	NaN	0.028494962216624686	0.025846247960848286	0.02052047781569966	0.012639319774790303	0.04996326230712711	0.2	0.06384176814246498	0.03831916643816836	0.056727138778893085	0.04576066309791055	0.04881557494964995	0.06726574200690238	0.06625151357896558	0.13669442568834872	0.07385637618195758	0.047860583734769056	0.08775510204081632	0.16065900044228218	NaN	0.028359689560599873	0.035210946408209806	0.149902479799387	0.1267401392111369	0.12460389316432775	0.03149928410717938	0.09003562560725467	0.09194957853220942	0.04471722928540114	0.03419583422804381	0.03166078871433152	0.02928849902534113	0.03806777217015141
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Anaerobiospirillum	0.016939840673930957	0.05965042078979007	0.06779298545765612	0.006740640879394379	0.020893027698185292	0.0	0.0	NaN	0.010232997481108312	0.007544861337683523	0.0028583617747440274	0.013213834310008042	0.006412397301449469	0.011421155094094743	0.005771802632505103	0.003290375651220181	0.0	0.0	0.0	0.0	0.0006919218128351496	0.007052291994898342	0.0	0.0017568716350240862	0.010997732426303855	0.018465280849181778	NaN	0.0018089513917255062	0.01637400228050171	0.0	0.013776102088167054	0.00441376188320507	0.002386309402059044	0.029795962431177804	0.008970690588508237	0.0	0.0032209576980888983	0.0	0.0014619883040935672	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group	0.0009156670634557275	0.00517895126236937	0.0	0.002385149849631857	0.0	0.0	0.0	NaN	0.002991183879093199	0.0014274061990212073	0.0011092150170648465	0.0014937377915661266	0.0010687328835749116	0.004931862426995458	0.0	0.0008225939128050452	0.0	0.0005180452426178552	0.0	0.0	0.0	0.0009002925950934053	0.0	0.00031170303202040237	0.0	0.0	NaN	0.0	0.0	0.0016717748676511562	0.0	0.0	0.00040908161178155044	0.0018352585555435604	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella	0.0	0.0	0.0007485029940119761	0.0	0.0	0.0	0.0	NaN	0.0	0.0023450244698205547	0.0	0.0	0.0	0.004023361453601558	0.0	0.0	0.0	0.0	0.0	0.0007162857328905385	0.0	0.0	0.0003407445267910384	0.0	0.0	0.0012162759840778417	NaN	0.0	0.0	0.0	0.0	0.0005658669081032141	0.0	0.0	0.0	0.0	0.0017715267339488941	0.0015229240141070857	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas	0.09303177364710191	0.043651160639970404	0.07955517536355859	0.012340557917660479	0.11998567335243553	0.0026690391459074734	0.03200826019617966	NaN	0.1130352644836272	0.04022226753670473	0.04854948805460751	0.11421348960128691	0.07868545855320286	0.15029201817001947	0.1906806503836137	0.11015903482314231	0.02440372041624459	0.039026074943878435	0.20096863911000287	0.0789216643875757	0.0879893905322032	0.0410383374596744	0.03296703296703297	0.05151601020119014	0.05691609977324263	0.13898717381689518	NaN	0.03302795121666569	0.07096921322690992	0.030649205906937867	0.021316705336426916	0.025916704391127206	0.056316901888593444	0.10191082802547771	0.039981439950506535	0.04734765453748356	0.030169637105432683	0.09017313241423533	0.049756335282651075	0.07548666186012978
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum	0.0	0.0472579302691205	0.00320786997433704	0.0003111065021258944	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.00033397902611715985	0.0	0.0	0.00027419797093501506	0.0	0.0003453634950785702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016585581601061478	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus	0.0	0.0	0.001176218990590248	0.0048740018666390125	0.0	0.00400355871886121	0.0	NaN	0.0014168765743073047	0.001682300163132137	0.0014078498293515359	0.0009192232563483856	0.00046757063656402377	0.0	0.0005631026958541564	0.0	0.0	0.0012087722327749958	0.0	0.0003907013088493846	0.000576601510695958	0.0031510240828269186	0.003492631399608144	0.0005383961462170587	0.0	0.0	NaN	0.000525179436307405	0.0025997719498289623	0.0016717748676511562	0.0	0.0010185604345857855	0.0	0.0	0.0	0.0	0.0016104788490444492	0.0	0.000925925925925926	0.0009372746935832733
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	0.0	0.0006473689077961713	0.000427715996578272	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0007787151200519143	0.0	0.0	0.0	0.0003453634950785702	0.0	0.0	0.0	0.00030009753169780176	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021473051320592657	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group	0.001465067301529164	0.0	0.001176218990590248	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella	0.0016482007142203095	0.004161657264403958	0.0018177929854576562	0.002385149849631857	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0008015496626811836	0.0	0.0	0.0014395393474088292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005180452426178552	0.0	0.0	0.0017298045320878741	0.0	0.0	0.0	0.0	0.0033171163202122956	NaN	0.008461224251619303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Syntrophococcus	0.0	0.0012022565430500323	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0008666394779771615	0.001279863481228669	0.0008043203493048374	0.0	0.0	0.0	0.0	0.0	0.000777067863926783	0.0	0.0	0.0	0.0	0.0	0.0004250495891187305	0.0	0.0015479876160990713	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004422821760283061	NaN	0.0	0.0	0.0	0.0	0.0003395201448619285	0.0004772618804118088	0.0	0.0	0.0	0.00021473051320592657	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	0.0	0.003976694719319338	0.00320786997433704	0.0010370216737529815	0.0	0.0	0.0	NaN	0.0053526448362720405	0.005301794453507341	0.005503412969283276	0.0019533494197403194	0.0016030993253623672	0.0	0.0	0.0	0.0006446265770328759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015873015873015873	0.0050862450243255196	NaN	0.00105035887261481	0.0	0.004179437169127891	0.0	0.0	0.0	0.0	0.001778671409790426	0.0	0.0	0.0	0.001608187134502924	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.03470378170497207	0.049200036992509015	0.05153977758768178	0.01856268796017837	0.019400668576886344	0.0	0.010841507485802787	NaN	0.0	0.0	0.0	0.0	0.052835481931734686	0.019597663854639843	0.028225522629689588	0.08918289004661366	0.0005525370660281794	0.0	0.0	0.0018883896594386925	0.0024793864959926195	0.012529071948383225	0.0011926058437686344	0.030971946727118164	0.07596371882086168	0.026205218929677133	NaN	0.005835327070082278	0.011995438996579247	0.05280022290331569	0.03857308584686775	0.007695789950203712	0.017249607963455375	0.05138723955521969	0.06449617198979198	0.006137658921525646	0.004240927635817049	0.0	0.015545808966861599	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter	0.012453072062997894	0.014242115971515769	0.0074850299401197605	0.0039406823602613295	0.0007163323782234957	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0010687328835749116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002175707104809063	0.0	0.0047038821195806175	0.0	0.0	NaN	0.0	0.0	0.0016717748676511562	0.0033352668213457075	0.0	0.003340833162882662	0.005397819281010472	0.001933338488902637	0.0	0.0	0.0006412311638345624	0.0029239766081871343	0.002956020187454939
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	0.0032048347220950462	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015755120414134593	0.0	0.0007367526211391329	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0005097879282218597	0.0008532423208191126	0.0	0.00046757063656402377	0.0010382868267358857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003967129498441485	0.0	0.0	NaN	0.0	0.0	0.0012538311507383673	0.0	0.0	0.0002727210745210336	0.0	0.0	0.0	0.0	0.0	0.0	0.0007209805335255948
